t,score,true_label,status,CPU / Load,Memory,Disk,Network
0,0.471,0,NORMAL,28.1,20.3,67.8,38.3
1,0.4587,0,NORMAL,27.9,19.9,67.2,38.2
2,0.4727,0,NORMAL,28.0,20.1,68.3,39.0
3,0.4751,0,NORMAL,28.0,20.4,68.7,39.6
4,0.4942,0,NORMAL,28.0,20.8,69.6,39.9
5,0.4826,0,NORMAL,27.8,20.0,69.2,38.7
6,0.4736,0,NORMAL,27.9,20.2,68.4,38.6
7,0.479,0,NORMAL,27.9,20.1,68.4,38.6
8,0.4778,0,NORMAL,28.0,20.0,67.9,38.2
9,0.4817,0,NORMAL,27.9,20.1,68.7,39.2
10,0.4712,0,NORMAL,27.9,19.8,67.9,37.9
11,0.4644,0,NORMAL,27.8,19.6,67.5,38.0
12,0.4854,0,NORMAL,28.0,20.2,68.7,38.1
13,0.4918,0,NORMAL,28.0,20.4,68.8,38.9
14,0.4885,0,NORMAL,28.1,20.5,69.0,38.5
15,0.478,0,NORMAL,28.1,20.2,68.3,38.4
16,0.4699,0,NORMAL,28.0,19.9,68.1,38.1
17,0.4664,0,NORMAL,28.1,19.6,67.2,37.6
18,0.4617,0,NORMAL,28.1,19.6,67.3,37.6
19,0.4589,0,NORMAL,28.2,19.9,67.5,37.6
20,0.4421,0,NORMAL,28.1,19.6,66.6,36.8
21,0.4842,0,NORMAL,28.2,20.5,68.7,38.8
22,0.4778,0,NORMAL,29.0,22.7,68.3,37.7
23,0.4556,0,NORMAL,28.2,19.4,66.6,36.6
24,0.4612,0,NORMAL,28.2,19.8,66.9,37.1
25,0.4157,0,NORMAL,28.2,19.0,64.2,34.9
26,0.4283,0,NORMAL,28.3,19.1,64.6,35.3
27,0.4025,0,NORMAL,28.3,18.4,64.1,34.5
28,0.3642,0,NORMAL,28.2,18.0,61.5,33.7
29,0.8598,0,ANOMALY,28.2,18.3,62.1,34.1
30,0.4058,0,NORMAL,28.2,18.5,63.2,34.3
31,0.4501,0,NORMAL,28.4,19.9,66.6,36.2
32,0.4394,0,NORMAL,28.5,19.7,66.0,35.8
33,0.8629,0,ANOMALY,28.4,19.8,66.5,36.1
34,0.4465,0,NORMAL,28.6,20.2,66.8,36.4
35,0.4683,0,NORMAL,28.5,20.9,68.3,37.5
36,0.4515,0,NORMAL,28.5,20.3,67.7,37.0
37,0.4563,0,NORMAL,28.4,20.0,66.9,35.7
38,0.4324,0,NORMAL,28.3,19.3,65.7,36.2
39,0.4648,0,NORMAL,28.5,20.3,67.4,36.8
40,0.457,0,NORMAL,28.5,20.2,67.4,36.2
41,0.4589,0,NORMAL,28.5,20.5,67.8,37.1
42,0.4911,0,NORMAL,28.5,20.8,69.7,37.4
43,0.4911,0,NORMAL,28.5,20.8,69.5,37.5
44,0.4853,0,NORMAL,28.5,20.4,69.2,37.3
45,0.3333,0,NORMAL,28.0,14.0,50.9,22.6
46,0.5243,0,WARNING,29.4,24.5,71.0,43.0
47,0.5159,0,WARNING,28.7,21.4,69.8,39.2
48,0.4808,0,NORMAL,28.8,21.0,68.8,37.7
49,0.4646,0,NORMAL,28.8,20.8,67.4,37.5
50,0.4463,0,NORMAL,28.7,20.2,65.7,36.1
51,0.4931,0,NORMAL,28.8,21.8,69.0,38.6
52,0.4598,0,NORMAL,28.6,20.2,66.6,36.6
53,0.4875,0,NORMAL,29.7,23.7,67.9,37.9
54,0.4924,0,NORMAL,29.7,23.3,68.5,37.8
55,0.4808,0,NORMAL,28.8,20.7,67.8,37.5
56,0.4738,0,NORMAL,28.9,21.1,67.2,36.8
57,0.4583,0,NORMAL,28.9,20.9,66.8,36.9
58,0.4687,0,NORMAL,28.8,20.9,66.5,36.9
