t,score,true_label,status,CPU / Load,Memory,Disk,Network
0,0.4328,0,NORMAL,41.7,16.1,39.4,32.9
1,0.9999,0,WARNING,41.4,26.3,38.0,31.5
2,0.3353,0,NORMAL,41.5,16.8,37.5,33.3
3,0.3023,0,NORMAL,41.6,14.9,37.6,30.6
4,0.2754,0,NORMAL,41.0,15.8,37.3,31.2
5,0.2835,0,NORMAL,41.3,16.1,36.1,32.8
6,0.2827,0,NORMAL,41.0,14.8,37.0,29.4
7,0.3655,0,NORMAL,41.1,19.9,37.0,30.9
8,0.3809,0,NORMAL,40.4,15.6,35.8,33.2
9,0.3324,0,NORMAL,39.3,16.0,35.0,31.9
10,0.2374,0,NORMAL,40.4,14.9,36.4,31.7
11,0.9999,0,WARNING,40.2,26.3,35.7,32.2
12,0.3129,0,NORMAL,39.7,16.2,38.3,29.3
13,0.226,0,NORMAL,39.8,14.7,35.4,29.7
14,0.2648,0,NORMAL,40.2,15.8,34.7,30.1
15,0.3064,0,NORMAL,40.0,14.8,35.9,30.9
16,0.2358,0,NORMAL,40.9,14.7,36.3,31.2
17,0.3406,0,NORMAL,40.6,19.4,35.3,31.1
18,0.4513,0,NORMAL,40.5,14.3,36.3,33.6
19,0.2802,0,NORMAL,40.3,16.1,36.8,30.8
20,0.5693,0,NORMAL,40.1,15.1,35.9,34.2
21,0.9999,0,WARNING,39.4,26.5,36.9,30.8
22,0.2915,0,NORMAL,39.1,14.0,35.7,28.3
23,0.2215,0,NORMAL,40.0,15.9,37.1,27.7
24,0.2158,0,NORMAL,40.5,15.5,36.3,31.0
25,0.4251,0,NORMAL,40.1,13.8,34.9,30.1
26,0.3333,0,NORMAL,39.5,16.7,36.8,30.7
27,0.3652,0,NORMAL,39.7,19.1,37.6,31.7
28,0.3257,0,NORMAL,40.3,15.1,36.2,29.7
29,0.2215,0,NORMAL,39.7,13.5,36.5,27.9
30,0.2215,0,NORMAL,39.4,14.3,36.6,27.8
31,0.9999,0,WARNING,39.7,26.3,36.4,28.9
32,0.4511,0,NORMAL,39.7,14.5,36.3,31.2
33,0.2803,0,NORMAL,39.6,13.9,34.9,28.7
34,0.2216,0,NORMAL,40.3,13.6,34.1,28.7
35,0.1974,0,NORMAL,39.6,14.0,34.4,28.4
36,0.3814,0,NORMAL,40.2,14.8,34.2,30.7
37,0.311,0,NORMAL,40.2,18.1,34.0,25.5
38,0.246,0,NORMAL,40.2,13.5,34.6,26.7
39,0.349,0,NORMAL,39.5,14.1,33.9,27.6
40,0.4197,0,NORMAL,38.9,13.9,34.7,30.4
41,0.9999,0,WARNING,38.6,24.1,34.3,30.0
42,0.4187,0,NORMAL,39.1,13.9,32.9,28.0
43,0.3128,0,NORMAL,39.1,13.7,35.5,26.8
44,0.3021,0,NORMAL,38.8,13.5,35.1,29.2
45,0.2612,0,NORMAL,38.7,12.8,33.2,24.6
46,0.1321,0,NORMAL,38.6,13.6,33.5,25.7
47,0.2681,0,NORMAL,38.5,17.1,32.4,26.7
48,0.3163,0,NORMAL,38.7,12.1,31.7,26.9
49,0.1233,0,NORMAL,38.6,13.7,33.3,26.8
50,0.3022,0,NORMAL,38.6,12.8,32.0,27.3
51,0.9999,0,WARNING,38.7,23.7,32.5,29.2
52,0.3015,0,NORMAL,38.7,12.7,32.5,27.8
53,0.2382,0,NORMAL,38.8,12.8,31.6,26.2
54,0.1468,0,NORMAL,38.7,12.3,33.3,25.1
55,0.2183,0,NORMAL,38.4,12.8,32.7,26.5
56,0.4126,0,NORMAL,38.7,12.2,33.9,26.5
57,0.3918,0,NORMAL,38.9,17.3,32.3,25.2
58,0.2124,0,NORMAL,38.9,12.8,31.8,26.3
59,0.5143,0,NORMAL,39.0,12.4,31.1,27.9
60,0.4519,0,NORMAL,38.1,12.7,32.7,27.7
61,0.9999,0,WARNING,38.5,23.9,33.3,23.5
62,0.4105,0,NORMAL,38.8,11.5,31.4,22.9
63,0.302,0,NORMAL,38.8,12.0,31.7,26.6
64,0.4099,0,NORMAL,38.4,12.0,31.1,24.5
65,0.1501,0,NORMAL,38.3,12.3,31.0,24.9
66,0.2212,0,NORMAL,37.9,10.8,32.7,25.5
67,0.4015,0,NORMAL,37.7,16.7,31.3,25.9
68,0.1136,0,NORMAL,38.0,11.9,30.0,24.6
69,0.2212,0,NORMAL,37.2,11.8,32.4,24.6
70,0.3064,0,NORMAL,37.6,12.2,30.0,22.9
71,0.9999,0,WARNING,38.1,22.2,29.2,25.6
72,0.3016,0,NORMAL,37.7,11.9,31.0,25.9
73,0.205,0,NORMAL,37.7,11.4,31.4,23.2
74,0.1858,0,NORMAL,37.4,11.5,30.4,23.0
75,0.3026,0,NORMAL,37.3,12.2,31.8,25.1
76,0.2211,0,NORMAL,37.0,9.9,31.7,22.3
77,0.3214,0,NORMAL,36.8,15.5,32.0,21.3
78,0.2211,0,NORMAL,36.6,12.1,31.4,22.1
79,0.213,0,NORMAL,36.7,11.3,30.8,23.8
80,0.1819,0,NORMAL,37.1,11.0,30.6,22.3
81,0.9999,0,WARNING,36.6,21.4,30.6,23.6
82,0.3125,0,NORMAL,35.9,10.8,31.6,23.6
83,0.1801,0,NORMAL,36.1,10.5,29.7,23.1
84,0.4645,0,NORMAL,36.4,11.4,32.6,21.4
85,0.202,0,NORMAL,36.0,11.2,30.2,20.5
86,0.1829,0,NORMAL,36.0,12.0,29.5,21.2
87,0.3125,0,NORMAL,35.6,13.4,31.1,23.8
88,0.297,0,NORMAL,35.9,11.4,29.3,22.2
89,0.1833,0,NORMAL,35.4,10.3,29.3,22.3
90,0.1758,0,NORMAL,36.0,11.0,29.8,21.7
91,0.9999,0,WARNING,35.6,20.7,29.0,22.0
