t,score,true_label,status,CPU / Load,Memory,Disk,Network
0,0.9999,0,WARNING,23.2,13.2,24.0,13.3
1,0.9999,0,WARNING,23.3,14.9,30.2,16.8
2,0.9999,0,WARNING,23.1,12.9,26.2,13.8
3,0.9999,0,WARNING,23.4,13.3,30.8,16.3
4,0.9999,0,WARNING,23.2,13.0,27.5,15.4
5,0.9999,0,WARNING,23.3,12.8,25.9,14.7
6,0.9999,0,WARNING,23.5,14.7,28.2,16.0
7,0.9999,0,WARNING,23.9,14.0,26.0,15.9
8,0.9999,0,WARNING,23.8,11.9,26.0,14.8
9,0.9999,0,WARNING,23.6,14.4,32.7,16.1
10,0.9999,0,WARNING,23.7,15.4,36.4,17.5
11,0.9999,0,WARNING,23.6,13.1,29.9,14.4
12,0.9999,0,WARNING,24.1,14.8,19.4,13.8
13,0.9999,0,WARNING,23.6,13.3,24.2,14.5
14,0.9999,0,WARNING,23.5,13.8,25.1,14.3
15,0.9999,0,WARNING,23.7,13.4,25.1,13.4
16,0.9999,0,WARNING,23.6,13.1,25.7,14.2
17,0.9999,0,WARNING,23.2,8.5,7.9,6.8
18,0.9999,0,WARNING,22.8,9.3,11.5,7.2
19,0.9999,0,WARNING,22.8,8.0,9.1,7.7
20,0.9999,0,WARNING,23.4,13.3,26.7,15.5
21,0.9999,0,WARNING,23.3,13.3,22.5,14.3
22,0.9999,0,WARNING,23.6,15.0,29.2,15.2
23,0.9999,0,WARNING,23.1,12.5,24.7,13.5
24,0.9999,0,WARNING,23.3,14.9,26.5,16.6
25,0.9999,0,WARNING,23.6,16.0,29.2,16.2
26,0.9999,0,WARNING,23.2,13.5,27.7,13.9
27,0.9999,0,WARNING,23.1,13.1,26.4,14.4
28,0.9999,0,WARNING,23.3,13.7,31.2,16.1
29,0.9999,0,WARNING,23.1,12.5,25.2,15.5
30,0.9999,0,WARNING,23.1,14.8,30.7,15.3
31,0.9999,0,WARNING,23.3,14.5,24.7,13.4
32,0.9999,0,WARNING,22.7,13.2,27.5,15.9
33,0.9999,0,WARNING,22.7,11.7,25.4,13.5
34,0.9999,0,WARNING,23.3,12.8,24.3,14.5
35,0.9999,0,WARNING,22.9,11.9,22.9,14.2
36,0.9999,0,WARNING,23.1,13.8,28.6,15.6
37,0.9999,0,WARNING,22.9,12.7,26.3,13.6
38,0.9999,0,WARNING,22.8,11.3,20.0,12.0
