t,score,true_label,status,CPU / Load,Memory,Disk,Network
0,0.1672,0,NORMAL,25.1,13.3,24.8,9.3
1,0.1813,0,NORMAL,24.7,13.4,24.5,9.3
2,0.1886,0,NORMAL,24.9,12.2,24.5,9.2
3,0.1945,0,NORMAL,25.1,12.8,24.3,9.2
4,0.2082,0,NORMAL,24.6,13.2,24.4,9.2
5,0.4467,0,NORMAL,24.2,15.1,24.2,9.0
6,0.1796,0,NORMAL,23.8,12.9,24.0,8.9
7,0.2246,0,NORMAL,23.4,11.3,23.8,8.8
8,0.2242,0,NORMAL,23.4,12.2,23.7,8.7
9,0.2352,0,NORMAL,24.1,12.2,23.4,8.6
10,0.2473,0,NORMAL,23.1,11.7,23.3,8.5
11,0.2577,0,NORMAL,22.3,12.5,23.2,8.4
12,0.2654,0,NORMAL,22.7,13.2,23.1,8.4
13,0.2652,0,NORMAL,24.0,11.1,24.6,8.4
14,0.2733,0,NORMAL,22.8,12.3,24.7,8.4
15,0.2745,0,NORMAL,21.6,11.8,24.2,8.3
16,0.2674,0,NORMAL,23.3,11.3,24.0,8.2
17,0.2676,0,NORMAL,23.5,11.5,23.7,8.2
18,0.2615,0,NORMAL,21.9,11.8,23.7,8.2
19,0.2617,0,NORMAL,21.5,10.8,23.7,8.2
20,0.716,0,WARNING,22.3,15.8,23.5,8.0
21,0.2514,0,NORMAL,22.9,12.9,23.4,8.2
22,0.2666,0,NORMAL,22.8,11.3,23.1,8.0
23,0.2713,0,NORMAL,22.1,11.2,23.0,7.9
24,0.2604,0,NORMAL,22.3,12.3,22.6,7.8
25,0.2583,0,NORMAL,23.2,10.8,22.6,7.8
26,0.2522,0,NORMAL,23.0,11.2,22.3,7.7
27,0.2633,0,NORMAL,22.6,13.0,22.2,7.7
28,0.2444,0,NORMAL,21.7,10.1,21.9,7.5
29,0.273,0,NORMAL,21.4,10.7,21.8,7.6
30,0.2287,0,NORMAL,21.8,11.0,21.3,7.4
31,0.227,0,NORMAL,23.1,11.3,21.3,7.4
32,0.2294,0,NORMAL,22.4,9.8,21.0,7.3
33,0.2233,0,NORMAL,22.2,11.5,21.1,7.3
34,0.2217,0,NORMAL,21.7,11.4,20.9,7.2
35,0.2646,0,NORMAL,21.6,11.3,20.4,7.1
36,0.2284,0,NORMAL,21.0,11.4,20.4,7.1
37,0.2287,0,NORMAL,20.9,9.0,20.4,7.1
38,0.2106,0,NORMAL,21.1,11.2,20.2,7.0
39,0.2129,0,NORMAL,20.8,9.7,20.0,7.0
40,0.2055,0,NORMAL,20.9,10.9,19.9,6.9
41,0.2384,0,NORMAL,21.6,10.3,19.8,6.9
42,0.197,0,NORMAL,22.2,10.4,19.5,6.8
43,0.2005,0,NORMAL,22.0,11.1,19.4,6.8
44,0.2003,0,NORMAL,22.7,9.2,19.3,6.8
45,0.2324,0,NORMAL,21.5,9.4,19.2,6.7
46,0.2295,0,NORMAL,21.3,8.8,18.9,6.6
47,0.1895,0,NORMAL,21.3,10.0,18.8,6.6
48,0.1961,0,NORMAL,20.2,9.7,18.5,6.5
49,0.2022,0,NORMAL,19.5,10.2,18.4,6.6
50,0.2309,0,NORMAL,20.6,11.0,18.3,6.4
51,0.2105,0,NORMAL,19.5,10.4,18.1,6.4
52,0.2466,0,NORMAL,19.6,9.4,17.9,6.4
53,0.2329,0,NORMAL,19.0,9.0,17.9,6.4
54,0.226,0,NORMAL,19.6,9.0,17.9,6.3
55,0.2318,0,NORMAL,18.9,10.0,17.4,6.2
56,0.7891,0,WARNING,19.3,10.6,17.4,6.2
57,0.2332,0,NORMAL,20.4,9.2,17.4,6.2
58,0.2492,0,NORMAL,21.5,9.2,17.2,6.1
59,0.2421,0,NORMAL,19.8,10.2,17.3,6.1
60,0.3209,0,NORMAL,18.9,8.3,17.1,6.0
61,0.2479,0,NORMAL,18.9,9.0,16.8,6.0
62,0.2548,0,NORMAL,19.5,8.5,16.6,5.9
63,0.2618,0,NORMAL,19.1,9.8,16.5,5.9
64,0.2616,0,NORMAL,18.8,9.7,16.1,5.7
65,0.2635,0,NORMAL,18.7,8.7,16.1,5.8
66,0.2707,0,NORMAL,18.8,10.9,15.9,5.7
67,0.2749,0,NORMAL,19.0,8.8,15.8,5.7
68,0.5948,0,NORMAL,18.6,13.5,15.7,5.6
69,0.2831,0,NORMAL,18.3,7.8,15.7,5.7
70,0.2894,0,NORMAL,18.6,7.9,15.6,5.6
71,0.2974,0,NORMAL,18.4,9.4,15.4,5.5
72,0.2994,0,NORMAL,17.8,8.2,15.2,5.4
73,0.3068,0,NORMAL,19.0,8.3,15.0,5.4
74,0.3085,0,NORMAL,19.3,8.1,14.8,5.3
75,0.3134,0,NORMAL,20.2,7.5,14.7,5.3
76,0.32,0,NORMAL,18.8,8.7,14.6,5.2
77,0.3248,0,NORMAL,18.9,8.0,14.4,5.2
78,0.3307,0,NORMAL,19.5,8.7,14.3,5.1
79,0.3334,0,NORMAL,17.7,8.4,14.2,5.1
80,0.3379,0,NORMAL,17.7,10.7,14.0,5.0
81,0.339,0,NORMAL,17.6,7.1,14.0,5.1
82,0.503,0,NORMAL,17.7,12.0,13.8,5.0
83,0.3445,0,NORMAL,17.1,7.2,13.6,4.9
84,0.3494,0,NORMAL,16.8,7.4,13.5,4.9
85,0.3541,0,NORMAL,16.5,8.4,13.4,4.9
86,0.3542,0,NORMAL,16.3,7.3,13.3,4.8
87,0.5036,0,NORMAL,16.7,6.8,13.2,4.8
88,0.3593,0,NORMAL,17.8,7.6,13.1,4.8
89,0.3627,0,NORMAL,17.7,7.0,12.9,4.7
90,0.367,0,NORMAL,17.4,8.8,12.9,4.7
91,0.3661,0,NORMAL,16.9,7.2,12.8,4.7
92,0.3681,0,NORMAL,16.8,8.6,12.5,4.6
93,0.3684,0,NORMAL,17.6,7.3,12.5,4.6
94,0.3721,0,NORMAL,17.0,6.7,12.4,4.5
95,0.3767,0,NORMAL,17.2,8.6,12.1,4.5
96,0.3798,0,NORMAL,16.8,7.7,11.9,4.3
97,0.3857,0,NORMAL,16.7,7.3,11.9,4.4
98,0.3885,0,NORMAL,16.4,6.7,11.8,4.3
99,0.3933,0,NORMAL,16.3,6.2,11.6,4.3
100,0.3982,0,NORMAL,15.8,8.0,11.5,4.2
101,0.3985,0,NORMAL,16.2,6.5,11.3,4.2
102,0.4025,0,NORMAL,15.9,6.2,11.1,4.1
103,0.4072,0,NORMAL,15.2,6.9,11.2,4.2
104,0.4091,0,NORMAL,15.0,7.0,11.2,4.1
105,0.412,0,NORMAL,16.1,6.0,10.8,4.0
106,0.4196,0,NORMAL,16.9,7.1,11.0,4.1
107,0.4189,0,NORMAL,16.2,6.8,12.2,4.3
108,0.4149,0,NORMAL,18.7,7.6,11.6,4.0
109,0.4052,0,NORMAL,18.4,5.9,11.1,3.9
110,0.4046,0,NORMAL,16.9,8.9,11.0,3.9
111,0.4074,0,NORMAL,16.3,6.4,10.8,3.8
112,0.4065,0,NORMAL,15.9,6.2,10.8,3.8
113,0.4102,0,NORMAL,16.4,6.8,10.8,3.8
114,0.4117,0,NORMAL,16.5,6.6,10.7,3.7
115,0.4121,0,NORMAL,16.4,5.9,10.5,3.7
116,0.416,0,NORMAL,16.1,6.2,10.3,3.6
117,0.421,0,NORMAL,15.8,6.7,10.2,3.6
118,0.4208,0,NORMAL,15.8,6.7,10.1,3.6
