t,score,true_label,status,CPU / Load,Memory,Disk,Network
0,0.4269,0,NORMAL,7.6,3.5,16.9,7.8
1,0.2666,0,NORMAL,7.7,2.4,16.9,7.8
2,0.2666,0,NORMAL,7.6,1.7,17.0,7.9
3,0.2651,0,NORMAL,8.0,2.3,17.0,7.9
4,0.2636,0,NORMAL,8.1,2.7,16.7,7.8
5,0.4267,0,NORMAL,8.3,3.4,16.9,7.8
6,0.2643,0,NORMAL,8.2,2.3,17.4,8.2
7,0.3681,0,NORMAL,8.0,1.5,17.4,7.9
8,0.2616,0,NORMAL,8.1,2.1,17.2,8.0
9,0.364,0,NORMAL,8.3,3.5,16.9,7.9
10,0.2639,0,NORMAL,8.1,2.1,17.0,7.5
11,0.2704,0,NORMAL,8.2,1.7,17.2,8.0
12,0.2777,0,NORMAL,8.3,2.7,17.4,7.9
13,0.2759,0,NORMAL,8.2,2.4,17.1,8.0
14,0.2713,0,NORMAL,8.2,3.3,17.4,8.2
15,0.2676,0,NORMAL,8.1,1.8,16.9,8.2
16,0.2608,0,NORMAL,8.0,1.9,16.9,8.1
17,0.2617,0,NORMAL,8.0,2.4,16.7,8.2
18,0.3147,0,NORMAL,7.9,3.2,17.0,8.3
19,0.3651,0,NORMAL,7.9,3.5,16.6,8.2
20,0.2721,0,NORMAL,7.9,1.7,16.5,7.8
21,0.282,0,NORMAL,8.1,1.4,16.7,8.2
22,0.2874,0,NORMAL,8.1,2.5,16.7,8.2
23,0.2829,0,NORMAL,8.1,2.6,16.5,8.1
24,0.3968,0,NORMAL,8.0,3.5,16.1,7.7
25,0.2912,0,NORMAL,8.1,1.8,16.0,7.7
26,0.2901,0,NORMAL,8.1,1.7,16.3,8.0
27,0.2928,0,NORMAL,8.1,1.5,16.0,7.8
28,0.2989,0,NORMAL,8.2,2.1,16.1,8.2
29,0.3299,0,NORMAL,8.5,3.2,16.2,7.8
30,0.3159,0,NORMAL,8.4,2.7,16.1,8.1
31,0.3211,0,NORMAL,8.4,1.7,16.1,8.1
32,0.3141,0,NORMAL,8.3,1.8,16.1,7.7
33,0.3123,0,NORMAL,8.3,2.6,16.1,7.8
34,0.3202,0,NORMAL,8.4,3.1,15.8,7.7
35,0.3298,0,NORMAL,8.6,3.5,15.6,7.7
36,0.3254,0,NORMAL,8.4,1.6,15.8,7.7
37,0.3226,0,NORMAL,8.3,1.4,15.0,7.6
38,0.3259,0,NORMAL,8.5,2.5,16.4,7.7
39,0.3354,0,NORMAL,8.6,2.4,17.3,8.1
40,0.3348,0,NORMAL,8.5,3.2,16.7,7.5
41,0.2777,0,NORMAL,8.3,1.9,16.4,7.6
42,0.2691,0,NORMAL,8.0,1.5,16.9,7.5
43,0.2718,0,NORMAL,8.1,2.5,17.6,8.4
44,0.2616,0,NORMAL,7.9,2.2,17.1,8.0
45,0.2592,0,NORMAL,7.9,2.8,16.9,7.8
