t,score,true_label,status,CPU / Load,Memory,Disk,Network
0,0.9939,0,WARNING,13.6,7.9,20.8,6.7
1,0.9983,0,WARNING,13.5,7.4,20.0,5.6
2,0.9938,0,WARNING,13.3,8.3,22.1,8.3
3,0.9936,0,WARNING,13.1,7.5,18.8,6.1
4,0.9938,0,WARNING,12.9,6.8,18.1,7.3
5,0.9983,0,WARNING,13.3,7.9,21.1,6.7
6,0.9938,0,WARNING,13.0,7.3,19.0,8.0
7,0.9938,0,WARNING,13.1,8.2,23.2,7.6
8,0.9932,0,WARNING,13.9,6.9,16.3,6.1
9,0.9993,0,WARNING,17.1,9.5,24.8,11.4
10,1.0,0,ANOMALY,18.1,17.5,28.1,16.4
11,0.9984,0,WARNING,17.4,9.7,27.4,9.9
12,0.9936,0,WARNING,15.8,9.3,27.0,12.1
13,0.9984,0,WARNING,13.0,6.6,18.4,5.7
14,0.9984,0,WARNING,12.7,6.6,18.0,5.2
15,0.9983,0,WARNING,12.4,5.8,17.6,5.7
16,0.9936,0,WARNING,13.4,9.3,21.9,7.3
17,0.9937,0,WARNING,13.5,9.6,24.0,9.1
18,0.9937,0,WARNING,13.2,7.7,21.0,8.0
19,0.9935,0,WARNING,13.2,8.0,21.6,7.5
20,0.9984,0,WARNING,13.4,8.8,23.3,7.6
21,0.9984,0,WARNING,13.0,8.4,23.5,7.5
22,0.9936,0,WARNING,13.4,8.8,22.2,8.5
23,0.9984,0,WARNING,13.3,8.5,23.1,7.8
24,0.9984,0,WARNING,13.4,9.0,23.6,7.3
25,0.9984,0,WARNING,13.1,8.1,21.0,6.9
26,0.9937,0,WARNING,13.2,8.7,23.4,9.3
27,0.9935,0,WARNING,13.1,8.6,22.5,8.0
28,0.9936,0,WARNING,13.2,8.5,22.8,7.9
29,0.9936,0,WARNING,13.2,8.9,23.3,8.1
30,0.9937,0,WARNING,13.3,8.1,21.0,7.3
31,0.9937,0,WARNING,13.6,8.3,23.7,9.0
32,0.9936,0,WARNING,13.3,8.7,21.5,8.1
33,0.9936,0,WARNING,13.3,8.7,21.3,7.2
34,0.9983,0,WARNING,13.0,8.2,23.0,6.7
35,0.9936,0,WARNING,12.8,6.7,18.0,7.1
36,0.9983,0,WARNING,12.9,7.7,21.3,6.7
37,0.9935,0,WARNING,13.1,8.3,21.2,7.3
38,0.9935,0,WARNING,13.3,8.5,23.3,9.4
39,0.9984,0,WARNING,13.8,8.8,22.8,6.8
40,0.9984,0,WARNING,12.7,6.0,14.6,4.4
41,0.9935,0,WARNING,12.7,8.1,23.0,8.4
42,0.9934,0,WARNING,12.9,8.6,21.0,8.1
43,0.9934,0,WARNING,12.7,8.1,21.7,8.4
44,0.9983,0,WARNING,12.9,8.5,22.2,7.0
45,0.9983,0,WARNING,13.0,8.3,21.0,6.0
46,0.9935,0,WARNING,12.9,8.1,22.9,8.9
47,0.9984,0,WARNING,13.0,8.3,22.2,6.5
48,0.9983,0,WARNING,12.9,8.2,21.7,6.7
49,0.9983,0,WARNING,13.1,8.8,23.3,7.1
50,0.9935,0,WARNING,13.1,8.9,22.6,8.5
51,0.9984,0,WARNING,12.9,8.0,20.8,7.0
52,0.9935,0,WARNING,12.7,8.4,22.6,8.2
53,0.9984,0,WARNING,12.9,8.3,21.2,7.2
54,0.9933,0,WARNING,13.3,8.6,22.8,8.5
55,0.9934,0,WARNING,13.6,8.0,22.3,8.1
56,0.9934,0,WARNING,13.6,7.9,20.5,7.1
57,0.9983,0,WARNING,13.1,7.6,20.9,6.4
58,0.9932,0,WARNING,13.1,7.7,21.6,8.4
59,0.9933,0,WARNING,13.2,8.3,21.3,8.7
60,0.9933,0,WARNING,12.8,7.9,22.5,8.5
61,0.9932,0,WARNING,12.9,8.2,22.7,8.7
62,0.9931,0,WARNING,13.2,8.6,21.9,8.2
63,0.9933,0,WARNING,13.5,7.4,19.1,6.7
64,0.9933,0,WARNING,13.3,7.8,22.8,8.0
65,0.9931,0,WARNING,13.5,7.7,20.3,7.0
66,0.9983,0,WARNING,13.6,7.9,22.6,7.3
67,0.9932,0,WARNING,14.1,8.8,23.1,8.1
68,0.9927,0,WARNING,14.3,7.8,22.8,8.7
69,0.9893,0,WARNING,17.0,9.0,22.9,10.8
70,1.0,0,ANOMALY,20.9,19.9,37.8,22.7
71,0.9933,0,WARNING,16.6,8.7,25.8,10.0
72,0.9977,0,WARNING,15.4,9.2,27.3,12.4
73,0.9985,0,WARNING,14.1,8.5,23.0,7.6
74,0.9931,0,WARNING,13.9,8.1,22.2,8.0
75,0.993,0,WARNING,14.0,7.9,22.1,8.4
76,0.993,0,WARNING,13.7,8.0,23.2,8.7
77,0.9928,0,WARNING,12.8,5.1,13.1,5.4
78,0.9983,0,WARNING,13.4,7.6,20.5,6.7
79,0.9931,0,WARNING,13.5,8.3,23.2,8.7
80,0.9931,0,WARNING,13.8,7.9,20.6,7.6
81,0.9931,0,WARNING,13.3,6.0,17.8,6.3
82,0.993,0,WARNING,13.5,8.0,22.9,8.7
83,0.9928,0,WARNING,13.5,7.0,18.1,6.5
84,0.9983,0,WARNING,13.7,7.6,22.3,6.5
85,0.9929,0,WARNING,13.6,7.5,20.9,7.5
86,0.9929,0,WARNING,13.3,6.8,19.7,7.7
87,0.9931,0,WARNING,13.4,7.9,22.4,8.4
88,0.9927,0,WARNING,13.0,6.4,16.4,6.2
89,0.993,0,WARNING,13.2,7.4,21.6,7.6
90,0.993,0,WARNING,13.4,7.8,22.3,8.4
91,0.9931,0,WARNING,13.1,6.5,18.3,5.8
92,0.9983,0,WARNING,14.2,8.1,22.8,7.2
93,0.9929,0,WARNING,13.8,8.6,22.9,7.8
94,0.9929,0,WARNING,13.8,6.8,20.1,7.7
95,0.9929,0,WARNING,13.9,8.2,23.3,8.6
96,0.9984,0,WARNING,14.0,8.0,22.9,7.5
97,0.9984,0,WARNING,13.8,7.7,22.3,7.0
98,0.9928,0,WARNING,13.6,8.2,23.0,8.5
99,0.9929,0,WARNING,14.0,8.0,22.9,8.6
100,0.993,0,WARNING,13.6,7.5,21.0,8.3
101,0.9929,0,WARNING,13.4,8.2,22.7,8.5
102,0.993,0,WARNING,13.6,8.2,21.3,7.4
103,0.9929,0,WARNING,13.5,7.9,23.0,8.6
104,0.9929,0,WARNING,13.3,8.4,23.4,8.7
105,0.9984,0,WARNING,13.6,8.5,23.5,7.8
106,0.9928,0,WARNING,13.5,8.2,23.2,8.7
107,0.9984,0,WARNING,13.3,7.8,21.3,6.2
108,0.9929,0,WARNING,13.1,8.0,23.1,8.8
109,0.9984,0,WARNING,13.1,8.4,24.5,7.8
110,0.9928,0,WARNING,13.3,8.6,24.3,9.1
111,0.9928,0,WARNING,13.5,10.0,25.5,9.5
112,0.9984,0,WARNING,13.2,8.2,23.0,7.1
113,0.9984,0,WARNING,13.1,8.0,23.0,6.6
114,0.9927,0,WARNING,13.2,8.0,23.5,7.6
115,0.9927,0,WARNING,13.4,8.6,24.2,9.1
116,0.9984,0,WARNING,13.8,8.3,22.6,7.1
117,0.9927,0,WARNING,13.8,7.9,23.8,9.1
118,0.9926,0,WARNING,13.5,8.4,23.6,8.8
119,0.9926,0,WARNING,13.8,7.5,23.8,8.3
120,0.9927,0,WARNING,13.6,7.6,23.6,8.9
121,0.9928,0,WARNING,13.4,7.5,22.9,8.6
122,0.9927,0,WARNING,13.9,8.4,24.3,9.0
123,0.9984,0,WARNING,13.5,7.7,24.9,7.9
124,0.9984,0,WARNING,13.5,7.9,23.4,7.2
125,0.9926,1,WARNING,13.2,7.6,24.1,9.0
126,0.9926,1,WARNING,13.1,7.2,20.7,7.1
127,0.9926,1,WARNING,13.0,6.6,20.6,7.7
128,0.992,1,WARNING,14.0,6.8,21.0,7.8
129,0.9916,1,WARNING,16.6,8.8,21.6,9.9
130,1.0,1,ANOMALY,19.0,17.1,32.0,17.7
131,0.9993,1,WARNING,18.1,8.7,33.5,16.4
132,0.9985,1,WARNING,15.0,9.1,21.8,6.7
133,0.9926,1,WARNING,13.4,7.0,20.9,8.0
134,0.9984,1,WARNING,12.7,5.0,14.2,4.3
135,0.9925,1,WARNING,13.4,7.2,22.9,8.4
136,0.9925,1,WARNING,13.6,7.7,23.4,8.6
137,0.9926,1,WARNING,13.0,6.9,21.2,6.7
138,0.9925,1,WARNING,13.3,7.1,20.5,7.7
139,0.9925,1,WARNING,13.2,6.7,20.6,7.9
140,0.9925,1,WARNING,13.0,6.9,19.9,7.5
141,0.9925,1,WARNING,13.1,7.4,21.3,7.6
142,0.9925,1,WARNING,12.9,7.1,20.6,7.2
143,0.9925,1,WARNING,12.7,6.6,21.3,7.4
144,0.9925,1,WARNING,12.6,7.2,21.0,6.6
145,1.0,1,ANOMALY,13.5,20.2,20.7,6.6
146,0.9924,1,WARNING,12.4,7.2,20.6,7.1
147,0.9924,1,WARNING,12.3,6.7,20.7,8.0
148,0.9925,1,WARNING,12.6,7.1,21.6,8.2
149,0.9924,1,WARNING,12.4,6.7,20.8,6.6
150,0.9924,1,WARNING,12.4,6.4,21.1,8.0
151,0.9924,0,WARNING,12.4,7.1,21.0,7.3
152,0.9924,0,WARNING,12.4,7.2,21.3,7.3
153,0.9983,0,WARNING,12.1,6.6,20.6,5.9
154,0.9983,0,WARNING,12.4,7.0,21.1,6.6
155,0.9924,0,WARNING,12.2,7.0,20.3,7.2
156,0.9983,0,WARNING,12.5,6.8,21.5,6.7
157,0.9924,0,WARNING,12.1,6.6,21.2,7.3
158,0.9924,0,WARNING,12.3,6.7,20.6,7.7
159,0.9923,0,WARNING,12.2,7.1,21.4,8.0
160,0.9923,0,WARNING,12.0,6.6,19.6,7.3
161,0.9983,0,WARNING,12.2,7.1,21.4,6.2
162,0.9923,0,WARNING,12.0,7.1,20.6,7.5
163,0.9983,0,WARNING,11.8,6.9,20.8,6.5
164,0.9923,0,WARNING,12.0,6.4,20.7,7.7
165,0.9923,0,WARNING,12.2,6.8,20.6,8.1
166,0.9923,0,WARNING,12.1,6.9,20.3,7.6
167,0.9983,0,WARNING,12.3,7.1,21.4,6.8
168,0.9923,0,WARNING,12.9,6.6,20.4,7.0
169,0.9922,0,WARNING,12.5,6.2,20.8,7.4
170,0.9923,0,WARNING,13.1,6.8,20.5,7.1
171,0.9923,0,WARNING,13.0,7.0,20.8,7.4
172,0.9923,0,WARNING,13.0,6.6,20.5,7.8
173,0.9923,0,WARNING,13.3,6.3,21.5,7.7
174,0.9983,0,WARNING,13.3,7.1,20.8,6.0
175,0.9923,0,WARNING,13.4,6.9,21.0,7.8
176,0.9983,0,WARNING,13.1,6.4,20.8,6.2
177,0.9922,0,WARNING,13.5,6.4,21.1,8.1
178,0.9983,0,WARNING,13.7,7.1,20.7,6.5
179,0.9922,0,WARNING,13.3,6.7,21.1,7.9
180,0.9922,0,WARNING,13.4,6.3,21.0,7.3
181,0.9922,0,WARNING,14.0,6.9,20.6,7.8
182,0.9922,0,WARNING,14.0,7.2,20.5,7.8
183,0.9922,0,WARNING,14.0,6.6,20.7,7.9
184,0.9983,0,WARNING,14.2,6.8,21.2,5.9
185,0.9922,0,WARNING,14.0,7.3,20.8,7.8
186,0.9922,0,WARNING,13.9,6.9,21.5,7.6
187,0.9922,0,WARNING,13.7,6.6,21.1,6.8
188,0.9917,0,WARNING,14.4,7.2,21.0,7.9
189,0.989,0,WARNING,15.8,8.5,21.4,9.1
190,1.0,0,ANOMALY,19.4,14.1,34.3,19.4
191,0.9977,0,WARNING,17.2,11.6,28.6,11.4
192,0.9996,0,WARNING,15.6,9.2,25.1,11.9
193,0.9922,0,WARNING,14.1,7.2,21.0,7.9
194,0.9922,0,WARNING,13.4,5.6,16.4,6.5
195,0.9922,0,WARNING,13.5,6.6,20.3,7.7
196,0.9921,0,WARNING,13.9,8.2,24.8,9.3
197,0.9921,0,WARNING,13.5,7.1,20.9,7.3
198,0.9921,0,WARNING,13.3,6.4,19.8,7.4
199,0.9921,0,WARNING,13.5,7.2,21.7,8.5
200,0.9983,0,WARNING,14.0,7.1,20.9,6.5
201,0.9922,0,WARNING,13.7,7.3,20.8,7.4
202,0.9921,0,WARNING,13.5,6.9,20.9,7.9
203,0.9921,0,WARNING,13.5,7.1,20.9,8.0
204,0.9921,0,WARNING,13.5,7.2,20.9,8.0
205,0.9921,0,WARNING,13.1,7.1,20.8,7.9
206,0.9983,0,WARNING,12.7,6.8,20.3,6.2
207,0.9921,0,WARNING,12.8,6.9,20.4,7.0
208,0.9919,0,WARNING,12.6,6.5,19.2,5.9
209,0.992,0,WARNING,13.0,7.5,22.8,8.6
210,0.9921,0,WARNING,13.3,7.2,21.3,8.0
211,0.9983,0,WARNING,13.1,7.2,19.6,6.0
212,0.992,0,WARNING,13.5,7.2,21.5,8.2
213,0.992,0,WARNING,13.5,6.9,21.1,8.0
214,0.9983,0,WARNING,13.1,6.7,20.8,6.5
215,0.9944,0,WARNING,13.0,4.3,12.5,4.4
216,0.9944,0,WARNING,13.5,8.8,15.9,7.3
217,1.0,0,WARNING,13.6,14.3,19.8,9.0
218,0.9944,0,WARNING,11.7,3.8,10.3,4.6
219,1.0,0,ANOMALY,14.6,16.2,21.2,9.5
220,0.9984,0,WARNING,12.5,6.7,19.3,6.6
221,0.992,0,WARNING,12.6,7.0,21.9,8.3
222,0.992,0,WARNING,12.5,7.4,20.9,8.1
223,0.992,0,WARNING,12.4,7.1,20.1,7.5
224,0.992,0,WARNING,12.7,7.2,21.4,8.0
225,0.992,0,WARNING,12.7,7.2,20.1,7.7
226,0.992,0,WARNING,12.9,7.4,21.1,8.0
227,0.9983,0,WARNING,12.7,7.1,20.1,6.3
228,0.9983,0,WARNING,12.7,4.2,12.8,3.8
