t,score,true_label,status,CPU / Load,Memory,Disk,Network
0,0.1996,0,NORMAL,6.8,1.7,1.9,6.0
1,0.1441,0,NORMAL,6.8,1.7,2.4,6.2
2,0.1827,0,NORMAL,6.8,1.6,3.0,6.8
3,0.4694,0,NORMAL,6.9,2.8,10.3,10.8
4,1.0,0,ANOMALY,10.1,17.9,5.4,7.4
5,0.4025,0,NORMAL,6.9,2.3,2.4,6.3
6,0.1148,0,NORMAL,6.7,1.7,1.9,6.0
7,0.3865,0,NORMAL,6.8,1.9,1.9,6.2
8,0.2448,0,NORMAL,6.9,2.1,6.4,8.8
9,0.2831,0,NORMAL,7.1,2.3,7.6,9.1
10,0.9947,0,WARNING,7.1,1.9,2.4,8.9
11,0.3286,0,NORMAL,7.1,1.9,2.1,6.2
12,0.3532,0,NORMAL,7.1,2.4,2.3,6.2
13,0.1701,0,NORMAL,7.1,2.0,2.7,6.6
14,1.0,0,ANOMALY,12.7,22.4,10.0,11.0
15,0.6054,0,WARNING,7.0,1.8,2.2,6.2
16,0.2169,0,NORMAL,7.0,2.1,1.8,5.9
17,0.1113,0,NORMAL,7.0,1.6,1.8,6.2
18,0.1327,0,NORMAL,7.0,1.9,1.7,6.4
19,0.4805,0,NORMAL,7.1,3.1,10.6,11.7
20,0.2289,0,NORMAL,7.0,2.2,1.8,6.1
21,0.1309,0,NORMAL,7.0,1.7,1.8,6.5
22,0.1573,0,NORMAL,7.1,2.1,2.0,6.2
23,0.1847,0,NORMAL,7.2,1.8,2.2,6.1
24,1.0,0,ANOMALY,10.8,19.3,11.1,11.7
25,0.558,0,NORMAL,7.4,2.4,2.2,6.0
26,0.3546,0,NORMAL,7.3,2.5,2.0,6.4
27,0.1531,0,NORMAL,7.3,1.4,1.8,6.2
28,0.1285,0,NORMAL,7.3,1.7,2.0,6.2
29,0.4804,0,NORMAL,7.3,2.8,10.7,11.8
30,0.2849,0,NORMAL,7.3,1.9,2.2,6.2
31,0.2056,0,NORMAL,7.3,1.8,1.8,6.0
32,0.2218,0,NORMAL,7.3,1.9,2.3,6.1
33,0.2352,0,NORMAL,7.3,1.8,1.8,6.1
34,1.0,0,ANOMALY,12.0,21.2,10.6,11.8
35,0.6058,0,WARNING,7.2,1.8,1.9,6.3
36,0.1863,0,NORMAL,7.1,1.7,2.3,6.1
37,0.1364,0,NORMAL,7.1,2.2,2.0,6.2
38,0.3064,0,NORMAL,7.1,1.9,1.9,6.2
39,0.4805,0,NORMAL,7.2,2.8,10.7,11.6
40,0.9991,0,WARNING,7.0,2.0,2.1,9.5
41,0.3516,0,NORMAL,7.0,1.9,1.9,6.0
42,0.1587,0,NORMAL,6.9,1.8,1.7,6.2
43,0.1807,0,NORMAL,6.9,1.8,1.8,6.6
44,1.0,0,ANOMALY,10.6,19.3,10.9,12.0
45,0.5166,0,NORMAL,7.0,2.0,3.0,6.3
46,0.3074,0,NORMAL,7.0,1.8,1.8,6.1
47,0.2162,0,NORMAL,7.0,1.8,2.0,5.9
48,0.1384,0,NORMAL,6.9,1.7,2.2,6.3
49,0.4805,0,NORMAL,6.9,2.5,10.7,12.0
50,0.2494,0,NORMAL,6.9,1.9,3.0,6.2
51,0.1188,0,NORMAL,6.9,1.8,1.8,6.2
52,0.1432,0,NORMAL,6.9,1.8,1.8,6.1
53,0.1719,0,NORMAL,6.9,1.7,1.8,6.3
54,1.0,0,ANOMALY,10.1,19.4,9.1,10.7
55,0.4899,0,NORMAL,6.9,2.3,4.1,7.4
56,0.1344,0,NORMAL,6.9,1.9,2.0,6.1
57,0.1163,0,NORMAL,6.9,1.9,2.0,6.4
58,0.1297,0,NORMAL,6.9,2.2,1.8,6.4
59,0.2207,0,NORMAL,6.9,2.3,6.0,8.7
60,0.2525,0,NORMAL,6.9,2.8,7.2,9.0
61,0.1653,0,NORMAL,6.9,1.5,2.1,6.1
62,0.3869,0,NORMAL,6.8,2.4,1.7,6.0
63,0.3066,0,NORMAL,6.8,2.2,1.9,6.3
64,1.0,0,ANOMALY,10.5,18.7,2.9,6.6
65,0.4417,0,NORMAL,7.1,4.4,9.7,11.0
66,0.3266,0,NORMAL,6.8,2.2,1.8,6.2
67,0.2132,0,NORMAL,6.8,2.5,1.8,6.3
68,0.2075,0,NORMAL,6.8,1.7,2.2,6.3
69,0.2163,0,NORMAL,6.8,1.8,2.0,6.1
70,0.998,0,WARNING,7.0,3.5,10.7,14.8
71,0.5248,0,NORMAL,6.9,1.7,1.8,6.0
72,0.1752,0,NORMAL,6.9,1.7,1.8,6.4
73,0.169,0,NORMAL,6.9,2.1,1.7,6.1
74,1.0,0,ANOMALY,12.1,20.8,2.1,6.2
75,0.4809,0,NORMAL,6.9,3.2,10.6,11.6
76,0.2932,0,NORMAL,6.9,1.8,2.1,6.4
77,0.1969,0,NORMAL,6.9,1.8,1.9,6.4
78,0.3069,0,NORMAL,6.9,2.0,1.8,6.0
79,0.2007,0,NORMAL,6.9,2.0,1.8,6.4
80,0.5016,0,NORMAL,7.0,2.6,10.9,11.7
81,0.2588,0,NORMAL,6.9,1.4,1.9,6.4
82,0.1757,0,NORMAL,6.9,1.7,1.9,6.3
83,0.1606,0,NORMAL,7.0,1.8,2.2,6.4
84,1.0,0,ANOMALY,11.5,19.5,2.0,6.4
85,0.502,0,NORMAL,7.3,3.4,11.0,11.5
86,0.3443,0,NORMAL,7.2,1.4,2.1,6.1
87,0.4878,0,NORMAL,7.2,2.3,2.1,6.3
88,0.2129,0,NORMAL,7.1,2.1,2.1,6.3
89,0.1663,0,NORMAL,7.1,2.2,1.9,6.4
90,0.4858,0,NORMAL,7.2,2.8,10.7,11.7
91,0.2739,0,NORMAL,7.1,1.5,1.9,6.2
92,0.128,0,NORMAL,7.1,2.3,1.8,6.3
93,0.1527,0,NORMAL,7.1,1.4,1.9,6.9
94,1.0,0,ANOMALY,12.2,20.7,2.0,6.6
95,0.5123,0,NORMAL,7.2,3.3,11.2,11.9
96,0.3439,0,NORMAL,7.1,1.5,2.9,6.4
97,0.1552,0,NORMAL,7.1,1.7,2.2,6.4
98,0.1708,0,NORMAL,7.1,3.0,2.3,6.4
99,0.1713,0,NORMAL,7.1,2.0,1.9,6.5
100,0.9913,0,WARNING,7.2,3.1,11.2,14.8
101,0.4976,0,NORMAL,7.1,2.7,2.6,6.9
102,0.2182,0,NORMAL,7.1,2.0,2.5,6.4
103,0.1786,0,NORMAL,7.1,1.9,2.4,6.4
104,1.0,0,ANOMALY,10.4,18.4,1.9,6.5
105,0.418,0,NORMAL,7.1,3.5,9.4,11.2
106,0.2523,0,NORMAL,7.1,2.5,4.1,7.5
107,0.0928,0,NORMAL,7.1,1.5,2.4,6.6
108,0.1072,0,NORMAL,7.1,2.5,2.0,6.5
109,0.1242,0,NORMAL,7.1,2.1,1.9,6.5
110,0.2206,0,NORMAL,7.1,2.2,6.0,9.2
111,0.2524,0,NORMAL,7.1,2.9,7.2,9.2
112,0.1617,0,NORMAL,7.1,1.7,2.2,6.8
113,0.1381,0,NORMAL,7.1,2.2,2.8,6.7
114,1.0,0,ANOMALY,11.9,20.3,1.9,6.3
115,0.4109,0,NORMAL,7.1,3.0,3.2,7.1
116,0.4358,0,NORMAL,7.2,2.9,9.9,11.1
117,0.1881,0,NORMAL,7.1,2.1,1.9,6.5
118,0.2174,0,NORMAL,7.1,2.0,1.9,6.8
119,0.16,0,NORMAL,7.1,2.6,2.0,6.7
120,0.1479,0,NORMAL,7.2,1.6,2.5,6.6
121,0.5118,0,NORMAL,7.3,3.6,11.2,12.1
122,0.2983,0,NORMAL,7.2,2.0,2.2,6.4
123,0.1583,0,NORMAL,7.2,1.7,2.2,6.8
124,1.0,0,ANOMALY,11.5,19.9,2.6,7.4
125,0.405,0,NORMAL,7.2,2.0,2.3,7.1
126,0.513,0,NORMAL,7.5,4.7,11.0,12.5
127,0.2623,0,NORMAL,7.2,1.9,2.2,7.2
128,0.1501,0,NORMAL,7.2,2.9,2.3,7.1
129,0.1653,0,NORMAL,7.3,2.0,2.6,7.7
130,0.9875,0,WARNING,7.4,2.5,3.0,10.2
131,0.4964,0,NORMAL,7.6,3.9,11.3,12.5
132,0.3366,0,NORMAL,7.5,1.5,2.1,6.7
133,0.1514,0,NORMAL,7.5,1.9,1.9,6.3
134,1.0,0,ANOMALY,11.9,19.5,1.9,6.3
135,0.3114,0,NORMAL,7.5,2.1,1.8,6.5
136,0.4861,0,NORMAL,7.6,3.1,10.8,12.0
137,0.1937,0,NORMAL,7.5,1.9,2.1,6.7
138,0.104,0,NORMAL,7.5,2.0,1.9,6.5
139,0.2205,0,NORMAL,7.5,1.8,2.0,6.4
140,0.1697,0,NORMAL,7.5,1.9,2.0,6.4
141,0.4804,0,NORMAL,7.6,3.0,10.8,11.9
142,0.2767,0,NORMAL,7.4,1.6,1.9,6.4
143,0.1401,0,NORMAL,7.5,1.7,1.9,6.5
144,1.0,0,ANOMALY,11.6,19.4,1.9,6.7
145,0.3615,0,NORMAL,7.5,2.4,2.2,6.7
146,0.5019,0,NORMAL,7.6,3.1,11.2,12.3
147,0.2499,0,NORMAL,7.5,1.9,2.5,7.0
148,0.1707,0,NORMAL,7.5,2.3,1.9,6.6
149,0.2799,0,NORMAL,7.5,1.3,1.7,6.3
150,0.1801,0,NORMAL,7.5,2.1,1.9,6.9
151,0.4749,0,NORMAL,7.6,3.4,10.6,12.0
152,0.2871,0,NORMAL,7.4,1.8,2.7,6.7
153,0.1301,0,NORMAL,7.4,1.7,2.2,6.5
154,1.0,0,ANOMALY,11.1,18.3,2.2,6.7
155,0.3284,0,NORMAL,7.4,2.5,2.0,6.6
156,0.4117,0,NORMAL,7.5,2.7,9.3,10.9
157,0.2196,0,NORMAL,7.4,2.1,4.7,7.5
158,0.2206,0,NORMAL,7.4,2.7,2.2,6.6
159,0.1703,0,NORMAL,7.4,2.1,2.2,6.6
160,0.9923,0,WARNING,7.4,1.5,2.1,9.4
161,0.2627,0,NORMAL,7.4,2.8,6.1,9.2
162,0.2524,0,NORMAL,7.4,2.6,7.3,9.7
163,0.1347,0,NORMAL,7.4,1.6,2.2,6.6
164,1.0,0,ANOMALY,11.8,20.1,2.1,6.6
165,0.3427,0,NORMAL,7.4,2.5,1.8,6.7
166,0.2163,0,NORMAL,7.4,1.7,2.8,7.2
167,0.4472,0,NORMAL,7.6,2.8,10.0,12.2
168,0.1863,0,NORMAL,7.5,1.5,2.0,6.6
169,0.2061,0,NORMAL,7.6,1.5,2.8,6.9
170,0.1409,0,NORMAL,7.6,1.5,2.1,7.1
171,0.1671,0,NORMAL,7.6,1.4,2.2,7.1
172,0.4963,0,NORMAL,7.7,3.0,11.2,11.9
173,0.3073,0,NORMAL,7.6,1.7,2.7,6.8
174,1.0,0,ANOMALY,10.3,17.4,2.0,6.7
175,0.2518,0,NORMAL,7.5,2.0,2.0,6.7
176,0.4778,0,NORMAL,7.6,2.7,2.1,6.8
177,0.5069,0,NORMAL,7.6,2.9,11.4,12.6
178,0.5344,0,NORMAL,7.6,2.3,2.5,7.4
