t,score,true_label,status,CPU / Load,Memory,Disk,Network
0,0.6594,0,WARNING,20.3,10.1,34.0,29.8
1,0.659,0,WARNING,20.2,9.2,33.8,29.3
2,0.6591,0,WARNING,20.0,8.5,32.1,27.9
3,0.6596,0,WARNING,20.1,8.6,32.3,28.3
4,0.6596,0,WARNING,20.3,9.1,33.7,31.4
5,0.659,0,WARNING,20.0,8.6,32.4,30.1
6,0.6594,0,WARNING,19.9,8.4,31.9,28.9
7,0.6598,0,WARNING,20.0,9.0,33.6,31.2
8,0.6593,0,WARNING,19.9,9.1,33.0,28.6
9,0.6594,0,WARNING,19.8,8.8,32.4,29.7
10,0.6596,0,WARNING,20.1,10.4,35.2,30.8
11,0.6588,0,WARNING,19.7,8.5,31.7,27.0
12,0.6598,0,WARNING,19.8,8.9,32.0,28.9
13,0.6599,0,WARNING,19.9,9.1,33.2,28.9
14,0.6594,0,WARNING,19.9,9.0,33.6,29.4
15,0.6593,0,WARNING,19.8,8.7,31.1,27.0
16,0.6598,0,WARNING,20.1,9.3,34.6,30.1
17,0.659,0,WARNING,19.8,8.4,32.2,27.4
18,0.6597,0,WARNING,20.1,9.6,34.5,29.8
19,0.6591,0,WARNING,19.9,8.5,31.6,28.8
20,0.6598,0,WARNING,20.1,9.9,33.9,29.3
21,0.6593,0,WARNING,19.8,8.4,31.5,27.0
22,0.6598,0,WARNING,19.9,8.5,31.5,27.5
23,0.6599,0,WARNING,20.0,9.0,33.9,29.7
24,0.6592,0,WARNING,19.8,8.8,31.8,27.4
25,0.6596,0,WARNING,19.8,8.4,32.3,27.9
26,0.6598,0,WARNING,19.6,8.0,29.7,27.1
27,0.6605,0,WARNING,19.9,8.6,31.8,29.4
28,0.6599,0,WARNING,19.9,8.8,30.8,27.2
29,0.66,0,WARNING,19.8,8.3,30.6,28.3
30,0.6601,0,WARNING,20.0,9.3,31.4,27.8
31,0.6599,0,WARNING,19.9,8.4,31.3,27.9
32,0.6599,0,WARNING,19.7,7.9,29.7,26.2
33,0.6605,0,WARNING,19.9,8.6,31.8,28.2
34,0.6601,0,WARNING,19.6,7.9,29.8,25.7
35,0.6606,0,WARNING,20.0,8.5,31.5,27.9
36,0.6601,0,WARNING,20.0,8.8,32.7,28.5
37,0.6596,0,WARNING,19.8,7.8,29.6,25.4
38,0.6605,0,WARNING,20.1,8.9,33.1,29.1
39,0.6596,0,WARNING,19.5,7.4,28.0,24.4
40,0.6609,0,WARNING,19.8,9.1,30.6,26.7
41,0.6603,0,WARNING,19.9,8.7,30.9,27.0
42,0.6602,0,WARNING,19.9,8.3,30.7,26.9
43,0.6602,0,WARNING,19.6,7.6,29.6,26.0
