t,score,true_label,status,CPU / Load,Memory,Disk,Network
0,0.9274,0,WARNING,11.8,4.4,7.2,17.4
1,0.9241,0,WARNING,12.1,4.7,7.2,18.2
2,0.9163,0,WARNING,11.9,5.6,7.0,17.4
3,0.8309,0,WARNING,14.2,2.9,6.1,17.0
4,0.8033,0,WARNING,13.6,3.3,5.1,16.2
5,0.7711,0,WARNING,10.2,3.4,5.0,16.5
6,0.7393,0,WARNING,9.9,3.0,5.0,16.7
7,0.696,0,WARNING,10.1,3.5,4.9,16.8
8,0.6636,0,WARNING,10.7,4.5,4.9,16.3
9,0.6185,0,WARNING,10.3,4.7,4.9,16.1
10,0.589,0,NORMAL,10.2,3.8,4.8,16.0
11,0.5451,0,NORMAL,9.7,4.3,4.8,17.0
12,0.5089,0,NORMAL,9.4,3.2,4.8,16.7
13,0.4421,0,NORMAL,9.2,2.9,4.8,16.4
14,0.413,0,NORMAL,9.7,3.5,4.8,16.7
15,0.3509,0,NORMAL,9.3,2.5,4.8,16.1
16,0.2995,0,NORMAL,9.4,2.8,4.8,16.2
17,0.2202,0,NORMAL,9.0,3.6,4.7,16.4
18,0.2063,0,NORMAL,8.8,2.9,4.7,15.8
19,0.2032,0,NORMAL,9.0,2.7,4.7,16.2
20,0.2032,0,NORMAL,9.2,3.4,4.7,16.1
21,0.3109,0,NORMAL,8.8,2.9,4.7,16.5
22,0.3109,0,NORMAL,9.3,3.4,4.7,16.5
23,0.2081,0,NORMAL,9.2,3.9,4.7,15.7
24,0.46,0,NORMAL,8.5,4.8,4.7,15.9
25,0.2056,0,NORMAL,8.1,3.3,4.6,16.0
26,0.4637,0,NORMAL,8.7,3.5,4.6,16.5
27,0.4622,0,NORMAL,8.9,3.6,4.6,16.8
28,0.326,0,NORMAL,8.8,3.2,4.6,15.6
29,0.2038,0,NORMAL,8.3,3.5,4.6,15.6
30,0.2238,0,NORMAL,8.1,2.4,4.6,15.6
31,0.2197,0,NORMAL,8.5,2.7,4.6,16.2
32,0.2022,0,NORMAL,8.5,3.6,4.6,15.9
33,0.2046,0,NORMAL,8.4,2.7,4.6,15.8
34,0.6292,0,WARNING,8.6,3.2,4.6,17.4
35,0.2196,0,NORMAL,8.5,3.2,4.6,16.3
36,0.2202,0,NORMAL,8.5,2.7,4.6,15.7
37,0.252,0,NORMAL,8.9,3.0,4.6,15.8
38,0.224,0,NORMAL,9.1,3.0,4.6,15.7
39,0.2447,0,NORMAL,8.8,4.0,4.6,15.7
40,0.2566,0,NORMAL,8.7,3.9,4.6,15.8
41,0.2015,0,NORMAL,8.5,3.5,4.5,15.7
42,0.2023,0,NORMAL,8.6,3.0,4.5,16.0
43,0.2009,0,NORMAL,8.4,2.9,4.5,15.8
44,0.2195,0,NORMAL,8.3,3.4,4.5,16.3
45,0.2033,0,NORMAL,8.2,2.5,4.5,15.7
46,0.2195,0,NORMAL,8.5,2.8,4.5,16.0
47,0.2018,0,NORMAL,8.3,3.3,4.5,15.7
48,0.2053,0,NORMAL,7.8,2.5,4.5,15.8
49,0.2194,0,NORMAL,7.7,3.1,4.5,16.0
50,0.1995,0,NORMAL,8.0,4.0,4.5,15.8
51,0.1976,0,NORMAL,8.0,2.8,4.5,15.5
52,0.1947,0,NORMAL,8.3,3.1,4.5,15.7
53,0.1946,0,NORMAL,8.4,3.3,4.5,15.5
54,0.3664,0,NORMAL,8.6,3.9,4.5,15.7
55,0.3104,0,NORMAL,8.4,4.0,4.5,16.3
56,0.1924,0,NORMAL,8.3,3.4,4.5,15.5
57,0.1907,0,NORMAL,8.1,2.5,4.5,15.8
58,0.5649,0,NORMAL,8.5,5.5,4.5,16.8
59,0.1905,0,NORMAL,8.3,3.6,4.5,16.6
60,0.1912,0,NORMAL,8.1,2.5,4.5,16.8
61,0.1872,0,NORMAL,7.9,2.8,4.5,16.5
62,0.5247,0,NORMAL,7.7,3.1,4.5,17.7
63,0.2193,0,NORMAL,7.9,2.6,4.5,16.9
64,0.1837,0,NORMAL,8.2,2.4,4.4,16.3
65,0.3908,0,NORMAL,8.2,3.4,4.4,17.4
66,0.1883,0,NORMAL,7.9,3.0,4.4,16.8
67,0.1784,0,NORMAL,8.3,3.2,4.4,16.6
68,0.3103,0,NORMAL,8.6,3.4,4.4,17.1
69,0.1801,0,NORMAL,8.5,3.7,4.4,16.6
70,0.3512,0,NORMAL,8.3,4.3,4.4,16.8
71,0.1796,0,NORMAL,7.9,3.8,4.4,16.1
72,0.1776,0,NORMAL,7.7,2.9,4.4,16.4
73,0.2193,0,NORMAL,7.9,2.8,4.4,16.7
74,0.2193,0,NORMAL,7.9,3.4,4.4,16.9
75,0.1822,0,NORMAL,7.7,2.6,4.4,16.7
76,0.1793,0,NORMAL,7.6,2.7,4.4,16.3
77,0.1862,0,NORMAL,7.9,3.2,4.4,16.1
78,0.7238,0,WARNING,8.9,3.4,4.4,16.4
79,0.2519,0,NORMAL,8.4,2.9,4.4,16.6
80,0.1699,0,NORMAL,8.4,3.1,4.4,16.4
81,0.1835,0,NORMAL,8.2,2.9,4.4,16.6
82,0.1677,0,NORMAL,8.2,2.7,4.4,15.8
83,0.5801,0,NORMAL,8.6,3.2,4.4,17.5
84,0.3438,0,NORMAL,8.2,4.3,4.4,16.4
85,0.1724,0,NORMAL,8.2,3.4,4.4,16.4
86,0.2193,0,NORMAL,8.1,3.2,4.4,16.7
87,0.1675,0,NORMAL,8.0,2.8,4.4,16.0
88,0.166,0,NORMAL,7.6,3.2,4.4,16.1
89,0.1676,0,NORMAL,7.7,3.2,4.4,16.3
90,0.1845,0,NORMAL,7.8,2.5,4.4,16.1
91,0.3103,0,NORMAL,7.7,2.7,4.4,16.7
92,0.2239,0,NORMAL,8.0,3.1,4.4,16.1
93,0.1862,0,NORMAL,8.0,2.8,4.4,16.1
94,0.1743,0,NORMAL,8.2,3.8,4.4,16.6
95,0.1587,0,NORMAL,8.1,3.4,4.4,15.8
96,0.2362,0,NORMAL,8.4,3.2,4.3,15.8
97,0.1589,0,NORMAL,8.3,2.8,4.3,16.3
98,0.2971,0,NORMAL,8.8,3.3,4.3,15.9
99,0.256,0,NORMAL,8.6,4.1,4.3,16.1
100,0.2554,0,NORMAL,8.5,4.0,4.3,16.3
101,0.1588,0,NORMAL,8.1,3.2,4.3,15.9
102,0.1634,0,NORMAL,7.9,2.7,4.3,16.3
103,0.1695,0,NORMAL,7.9,2.8,4.3,16.0
104,0.2521,0,NORMAL,8.2,3.2,4.3,16.1
105,0.171,0,NORMAL,7.8,2.4,4.3,16.3
106,0.7078,0,WARNING,7.9,6.6,4.3,15.6
107,0.2037,0,NORMAL,8.1,3.2,4.3,15.8
108,0.1847,0,NORMAL,7.8,2.3,4.3,15.5
109,0.3102,0,NORMAL,7.9,2.6,4.3,16.6
110,0.2058,0,NORMAL,7.9,3.0,4.3,16.1
111,0.1825,0,NORMAL,7.7,2.8,4.3,15.6
112,0.1794,0,NORMAL,8.5,3.4,4.3,15.8
113,0.1589,0,NORMAL,8.6,3.2,4.2,15.9
114,0.768,0,WARNING,8.4,7.0,4.2,15.8
115,0.3907,0,NORMAL,8.1,3.3,4.2,16.6
116,0.2243,0,NORMAL,7.8,2.9,4.2,15.6
117,0.1744,0,NORMAL,7.9,2.6,4.2,15.5
118,0.3102,0,NORMAL,8.0,2.5,4.2,16.4
119,0.174,0,NORMAL,8.2,3.2,4.2,15.9
120,0.1757,0,NORMAL,8.5,2.5,4.2,16.1
121,0.161,0,NORMAL,8.5,3.1,4.2,15.5
122,0.1588,0,NORMAL,8.6,3.5,4.2,15.8
123,0.22,0,NORMAL,8.3,2.5,4.2,15.6
124,0.1589,0,NORMAL,8.2,2.4,4.2,15.8
125,0.3906,0,NORMAL,8.2,3.0,4.2,16.4
126,0.1799,0,NORMAL,8.2,2.4,4.2,15.3
127,0.1589,0,NORMAL,8.2,3.1,4.2,15.6
128,0.1592,0,NORMAL,8.5,3.1,4.2,15.6
129,0.3467,0,NORMAL,7.9,4.2,4.2,15.6
130,0.1655,0,NORMAL,7.9,3.3,4.2,15.9
131,0.1783,0,NORMAL,7.8,3.4,4.2,15.1
132,0.2243,0,NORMAL,7.8,2.4,4.2,15.5
133,0.1885,0,NORMAL,7.9,2.5,4.2,15.5
134,0.2125,0,NORMAL,7.7,3.0,4.2,15.8
135,0.1852,0,NORMAL,7.9,2.5,4.2,15.8
136,0.1875,0,NORMAL,8.0,2.5,4.2,15.5
137,0.1763,0,NORMAL,8.0,3.3,4.2,15.3
138,0.3906,0,NORMAL,7.8,2.1,4.2,16.2
139,0.2245,0,NORMAL,8.1,2.5,4.2,15.3
140,0.1945,0,NORMAL,8.1,3.3,4.2,15.4
141,0.1861,0,NORMAL,8.1,2.8,4.2,15.6
142,0.1767,0,NORMAL,8.3,2.9,4.2,15.4
143,0.2326,0,NORMAL,8.6,2.8,4.2,15.8
144,0.3469,0,NORMAL,8.6,3.8,4.2,15.5
145,0.1796,0,NORMAL,8.3,3.4,4.2,15.5
146,0.3101,0,NORMAL,8.3,2.9,4.2,15.9
147,0.1669,0,NORMAL,8.3,2.5,4.2,15.3
148,0.2259,0,NORMAL,8.2,2.3,4.2,15.3
149,0.2661,0,NORMAL,8.4,3.0,4.2,15.3
150,0.1998,0,NORMAL,8.3,2.6,4.2,15.0
151,0.2119,0,NORMAL,8.0,3.0,4.2,15.3
152,0.1925,0,NORMAL,7.7,3.1,4.2,15.4
153,0.219,0,NORMAL,7.6,2.8,4.2,15.4
154,0.2824,0,NORMAL,8.3,2.6,4.2,15.1
155,0.4521,0,NORMAL,8.4,3.1,4.2,15.7
156,0.4851,0,NORMAL,8.4,2.3,4.2,15.4
157,0.1808,0,NORMAL,8.3,2.8,4.2,15.9
158,0.2716,0,NORMAL,8.3,2.9,4.2,16.4
159,0.3702,0,NORMAL,8.2,4.1,4.2,16.4
160,0.2525,0,NORMAL,8.2,3.2,4.2,15.9
161,0.1694,0,NORMAL,8.0,3.1,4.2,15.9
162,0.3101,0,NORMAL,7.9,2.8,4.2,16.5
163,0.1891,0,NORMAL,8.0,2.4,4.2,15.9
164,0.2523,0,NORMAL,7.9,3.0,4.2,16.2
165,0.1721,0,NORMAL,7.7,2.5,4.2,15.6
166,0.1772,0,NORMAL,8.0,2.4,4.2,16.2
167,0.3395,0,NORMAL,8.6,3.3,4.2,15.8
168,0.1783,0,NORMAL,8.4,2.4,4.2,15.8
169,0.1629,0,NORMAL,8.2,2.5,4.2,16.1
170,0.2182,0,NORMAL,8.2,3.0,4.2,15.6
171,0.1854,0,NORMAL,8.2,2.3,4.2,15.6
172,0.3161,0,NORMAL,8.7,2.4,4.2,15.8
173,0.2499,0,NORMAL,8.6,2.9,4.2,15.8
174,0.2573,0,NORMAL,8.4,3.8,4.2,15.9
175,0.2553,0,NORMAL,8.1,3.6,4.2,16.2
176,0.1593,0,NORMAL,7.7,3.0,4.2,15.3
177,0.576,0,NORMAL,7.5,5.0,4.2,15.9
178,0.2274,0,NORMAL,7.5,2.4,4.2,15.8
179,0.196,0,NORMAL,7.7,2.9,4.2,15.9
180,0.2468,0,NORMAL,7.7,2.2,4.2,15.6
