t,score,true_label,status,CPU / Load,Memory,Disk,Network
0,0.1814,0,NORMAL,15.5,8.8,14.1,3.1
1,0.1814,0,NORMAL,15.2,8.0,13.7,2.9
2,0.1603,0,NORMAL,15.9,7.9,13.8,3.1
3,0.1604,0,NORMAL,15.7,8.1,13.5,2.9
4,0.2212,0,NORMAL,15.8,7.7,13.9,2.9
5,0.2014,0,NORMAL,15.9,8.1,13.6,3.1
6,0.1813,0,NORMAL,15.3,8.4,13.9,2.8
7,0.2099,0,NORMAL,15.5,7.7,13.7,3.1
8,0.2013,0,NORMAL,15.1,8.0,13.4,2.8
9,0.181,0,NORMAL,15.5,8.0,13.7,3.1
10,0.1974,0,NORMAL,15.4,7.7,13.3,3.0
11,0.1809,0,NORMAL,15.8,9.0,13.7,3.1
12,0.1814,0,NORMAL,15.3,8.0,13.1,3.0
13,0.4435,0,NORMAL,14.8,9.6,13.4,2.8
14,0.1393,0,NORMAL,15.5,8.4,13.2,3.1
15,0.2221,0,NORMAL,15.2,7.9,13.6,2.9
16,0.1389,0,NORMAL,14.8,8.6,13.3,3.0
17,0.2063,0,NORMAL,15.0,8.9,13.5,2.9
18,0.3025,0,NORMAL,15.0,8.9,13.4,3.1
19,0.5088,0,NORMAL,14.8,8.9,13.5,2.9
20,0.1491,0,NORMAL,15.3,8.6,13.2,3.0
21,0.1587,0,NORMAL,15.0,8.6,13.4,3.1
22,0.1602,0,NORMAL,15.4,8.0,12.7,2.9
23,0.2448,0,NORMAL,14.7,7.3,13.4,3.1
24,0.1385,0,NORMAL,15.1,8.5,12.6,2.9
25,0.4135,0,NORMAL,15.1,7.1,13.4,3.1
26,0.1553,0,NORMAL,14.6,9.1,12.6,2.9
27,0.4149,0,NORMAL,14.7,9.7,13.1,2.9
28,0.3722,0,NORMAL,16.6,8.3,12.6,3.0
29,0.1393,0,NORMAL,16.0,7.5,13.2,2.9
30,0.2055,0,NORMAL,16.5,8.2,14.9,3.2
31,0.2349,0,NORMAL,15.9,7.5,14.5,3.0
32,0.7758,0,WARNING,16.0,12.0,14.8,3.1
33,0.2405,0,NORMAL,16.1,8.2,14.9,3.1
34,0.1397,0,NORMAL,15.9,8.7,14.7,3.0
35,0.1177,0,NORMAL,15.6,8.8,14.8,3.1
36,0.2123,0,NORMAL,16.0,8.3,14.7,3.0
37,0.508,0,NORMAL,15.6,8.8,14.8,3.2
38,0.2431,0,NORMAL,15.5,7.9,14.6,3.0
39,0.1392,0,NORMAL,15.6,8.5,14.8,3.2
40,0.314,0,NORMAL,15.2,7.9,14.7,3.0
41,0.139,0,NORMAL,15.9,8.7,14.8,3.3
42,0.1285,0,NORMAL,15.9,8.5,14.9,3.2
43,0.4369,0,NORMAL,15.4,9.7,14.7,3.1
44,0.2382,0,NORMAL,15.7,8.2,14.9,3.4
45,0.1176,0,NORMAL,15.8,7.9,14.7,3.1
46,0.1176,0,NORMAL,16.3,8.4,15.0,3.4
47,0.1176,0,NORMAL,15.7,7.8,14.8,3.2
48,0.5075,0,NORMAL,15.6,9.4,14.8,3.3
49,0.1941,0,NORMAL,16.5,8.4,14.7,3.2
50,0.1753,0,NORMAL,16.2,8.6,14.8,3.2
51,0.1438,0,NORMAL,15.7,8.5,14.7,3.4
52,0.1176,0,NORMAL,15.6,8.0,14.7,3.2
53,0.2361,0,NORMAL,15.3,7.3,14.9,3.3
54,0.1177,0,NORMAL,15.3,8.2,14.8,3.3
55,0.2622,0,NORMAL,15.2,8.4,15.2,3.5
56,0.1176,0,NORMAL,15.3,8.1,15.0,3.4
57,0.1176,0,NORMAL,14.8,8.0,14.8,3.4
58,0.3733,0,NORMAL,14.8,9.0,15.0,3.5
59,0.1204,0,NORMAL,14.8,8.0,14.9,3.4
60,0.1394,0,NORMAL,14.7,8.0,15.0,3.6
61,0.1392,0,NORMAL,15.2,8.1,14.9,3.5
62,0.131,0,NORMAL,15.7,8.6,15.1,3.7
63,0.1176,0,NORMAL,15.8,7.9,15.1,3.6
64,0.2518,0,NORMAL,16.5,9.4,17.7,5.9
65,0.185,0,NORMAL,16.5,8.9,16.7,5.4
66,0.214,0,NORMAL,16.3,7.9,15.8,4.6
67,0.1501,0,NORMAL,16.4,8.6,16.3,4.9
68,0.2181,0,NORMAL,16.4,8.8,16.1,4.9
69,0.3008,0,NORMAL,17.0,8.1,16.5,5.2
70,0.305,0,NORMAL,16.8,9.5,16.3,5.1
71,0.3349,0,NORMAL,17.7,8.8,16.8,5.5
72,0.488,0,NORMAL,18.7,10.8,16.9,5.6
73,0.2602,0,NORMAL,18.0,9.6,16.6,5.4
74,0.2859,0,NORMAL,17.8,8.2,16.8,5.7
75,0.3589,0,NORMAL,18.5,9.2,16.6,5.5
76,0.4981,0,NORMAL,18.4,10.1,16.8,5.8
77,0.3785,0,NORMAL,18.8,10.1,16.5,5.5
78,0.326,0,NORMAL,18.7,9.9,16.7,5.8
79,0.2666,0,NORMAL,18.3,8.7,16.6,5.6
80,0.2688,0,NORMAL,18.0,9.5,16.5,5.6
81,0.2854,0,NORMAL,17.5,9.0,16.5,5.8
82,0.2833,0,NORMAL,17.0,9.2,16.5,5.7
83,0.2971,0,NORMAL,17.0,9.9,16.2,5.9
84,0.3014,0,NORMAL,17.4,9.6,16.7,5.9
85,0.4231,0,NORMAL,18.8,9.0,16.2,6.0
86,0.3059,0,NORMAL,18.3,9.6,16.6,5.8
87,0.3145,0,NORMAL,18.1,9.4,16.1,5.9
88,0.502,0,NORMAL,18.2,11.6,16.4,5.9
89,0.7694,0,WARNING,18.4,12.9,15.9,6.0
90,0.327,0,NORMAL,18.2,9.6,16.3,6.1
91,0.3275,0,NORMAL,18.4,9.6,16.5,6.1
92,0.3331,0,NORMAL,18.4,10.2,16.5,6.2
93,0.3241,0,NORMAL,17.8,9.5,16.7,6.0
94,0.3345,0,NORMAL,18.1,9.2,16.1,6.1
95,0.3393,0,NORMAL,17.9,9.7,16.3,6.2
96,0.4971,0,NORMAL,18.0,10.4,15.9,6.1
97,0.3379,0,NORMAL,18.1,10.1,16.5,6.3
98,0.3299,0,NORMAL,17.6,9.0,16.5,6.2
99,0.3262,0,NORMAL,18.0,8.9,16.5,6.2
100,0.3146,0,NORMAL,18.1,10.6,16.3,5.9
101,0.3185,0,NORMAL,18.4,8.9,15.7,5.9
102,0.3463,0,NORMAL,18.6,9.8,15.8,6.0
103,0.4976,0,NORMAL,17.7,11.3,15.6,6.0
104,0.3375,0,NORMAL,18.5,9.4,16.0,6.2
105,0.3276,0,NORMAL,18.2,10.7,15.7,6.0
106,0.3373,0,NORMAL,18.3,9.5,15.9,6.2
107,0.3502,0,NORMAL,18.8,10.0,15.8,5.9
108,0.3399,0,NORMAL,18.5,9.7,15.7,6.1
109,0.4967,0,NORMAL,18.0,10.2,15.5,6.0
110,0.334,0,NORMAL,17.1,10.4,15.8,6.2
111,0.335,0,NORMAL,17.7,10.4,16.0,6.3
112,0.2968,0,NORMAL,18.1,9.6,15.3,5.8
113,0.2968,0,NORMAL,17.5,9.2,15.6,5.9
114,0.2926,0,NORMAL,16.7,10.0,15.3,5.7
115,0.3083,0,NORMAL,17.5,9.8,15.4,5.9
116,0.3073,0,NORMAL,16.7,8.9,15.0,5.8
117,0.3103,0,NORMAL,17.8,10.3,14.9,5.8
118,0.4993,0,NORMAL,18.2,11.0,15.1,6.0
119,0.4984,0,NORMAL,18.5,10.6,14.9,5.9
120,0.3363,0,NORMAL,17.7,9.2,15.2,6.1
121,0.3296,0,NORMAL,17.8,10.5,14.9,6.0
122,0.3342,0,NORMAL,17.9,9.8,15.2,6.1
123,0.4972,0,NORMAL,18.6,11.2,15.2,6.0
124,0.4967,0,NORMAL,18.7,10.2,16.6,5.9
125,0.3385,0,NORMAL,18.4,10.3,16.8,6.1
126,0.4969,0,NORMAL,18.0,10.8,16.8,6.0
127,0.497,0,NORMAL,18.7,10.9,17.1,6.2
128,0.3218,0,NORMAL,18.2,10.3,17.0,6.1
129,0.3232,0,NORMAL,18.0,9.8,16.8,6.0
130,0.3702,0,NORMAL,18.8,10.7,16.7,5.9
131,0.553,0,NORMAL,19.8,9.4,16.8,6.0
132,0.3342,0,NORMAL,18.7,10.5,16.7,6.0
133,0.4965,0,NORMAL,17.9,11.4,16.5,5.9
134,0.3477,0,NORMAL,18.1,10.2,16.8,6.2
135,0.3432,0,NORMAL,18.4,9.8,16.7,6.0
136,0.3498,0,NORMAL,17.8,10.1,16.8,6.1
137,0.3447,0,NORMAL,18.4,10.3,16.7,6.0
138,0.3457,0,NORMAL,18.6,10.2,17.0,6.2
139,0.3383,0,NORMAL,18.7,8.8,16.8,6.0
140,0.4963,0,NORMAL,18.5,10.6,16.6,6.0
141,0.3437,0,NORMAL,18.5,10.4,16.8,6.1
142,0.3401,0,NORMAL,18.9,10.0,16.6,6.0
143,0.3544,0,NORMAL,19.0,9.7,16.9,6.2
144,0.496,0,NORMAL,18.4,10.3,16.6,6.0
145,0.4742,0,NORMAL,19.7,10.5,16.9,6.2
146,0.5241,0,NORMAL,20.1,9.8,16.7,6.1
147,0.3497,0,NORMAL,18.8,10.2,16.7,6.0
148,0.3681,0,NORMAL,18.6,11.1,17.1,6.4
149,0.4951,0,NORMAL,18.6,11.6,17.1,6.2
150,0.4952,0,NORMAL,18.3,11.1,17.5,6.4
151,0.796,0,WARNING,18.5,14.0,17.3,6.1
152,0.3349,0,NORMAL,18.9,9.2,17.2,5.8
153,0.6059,0,WARNING,18.6,7.8,16.7,5.3
154,0.4915,0,NORMAL,17.9,9.4,16.6,5.1
155,0.452,0,NORMAL,17.5,9.6,16.4,5.1
156,0.4094,0,NORMAL,17.7,9.8,16.1,4.8
157,0.4384,0,NORMAL,18.5,9.0,16.4,5.0
158,0.4383,0,NORMAL,18.3,9.7,16.2,4.8
159,0.567,0,NORMAL,20.0,9.5,16.5,5.1
160,0.5697,0,NORMAL,20.2,10.1,16.5,5.0
161,0.5776,0,NORMAL,20.7,10.1,17.6,6.2
162,0.4663,0,NORMAL,19.7,10.9,16.9,5.8
163,0.4527,0,NORMAL,19.6,10.1,16.7,5.6
164,0.4661,0,NORMAL,19.4,10.8,16.8,5.7
165,0.4387,0,NORMAL,18.6,9.7,16.7,5.7
166,0.4973,0,NORMAL,18.5,9.8,16.9,5.9
167,0.4658,0,NORMAL,18.1,9.8,16.5,5.7
168,0.479,0,NORMAL,18.4,9.6,16.7,5.9
169,0.5046,0,NORMAL,19.0,10.5,17.1,6.0
170,0.4921,0,NORMAL,19.0,10.3,16.8,5.9
