t,score,true_label,status,CPU / Load,Memory,Disk,Network
0,0.7127,0,WARNING,16.0,0.7,5.1,1.2
1,0.7018,0,WARNING,16.1,1.0,4.3,4.1
2,0.7126,0,WARNING,16.2,0.7,4.3,1.3
3,0.2664,0,NORMAL,16.1,1.0,3.2,4.0
4,0.2307,0,NORMAL,16.1,0.7,2.4,0.8
5,0.2681,0,NORMAL,16.6,1.0,4.8,1.1
6,0.3053,0,NORMAL,16.2,0.8,4.7,4.2
7,1.0,0,ANOMALY,21.2,0.9,7.1,10.3
8,0.6812,0,WARNING,25.1,1.3,6.0,4.1
9,1.0,0,ANOMALY,26.2,1.1,13.5,8.6
10,0.9894,0,WARNING,25.7,1.1,11.0,1.4
11,0.989,0,WARNING,25.6,0.9,9.4,0.9
12,0.9536,0,WARNING,23.8,1.0,9.0,1.2
13,0.9518,0,WARNING,22.3,0.9,9.0,4.2
14,0.5791,0,NORMAL,22.6,0.8,5.2,1.4
15,0.5792,0,NORMAL,22.9,1.1,6.1,4.2
16,0.5791,0,NORMAL,22.7,1.0,3.7,1.2
17,0.5791,0,NORMAL,22.5,1.2,5.8,4.2
18,0.5009,0,NORMAL,21.0,1.0,5.0,4.2
19,0.5005,0,NORMAL,19.6,1.5,5.6,4.1
20,0.4084,0,NORMAL,19.6,0.8,3.5,0.9
21,0.5781,0,NORMAL,19.6,1.4,2.8,4.0
22,0.4244,0,NORMAL,19.4,1.4,5.9,4.3
23,0.4086,0,NORMAL,19.5,0.7,5.8,4.3
24,0.746,0,WARNING,19.4,2.0,4.3,1.1
25,0.4788,0,NORMAL,20.2,1.7,5.0,4.5
26,0.9759,0,WARNING,19.8,2.8,4.8,1.3
27,0.6252,0,WARNING,19.5,1.3,5.7,4.3
28,1.0,0,ANOMALY,18.3,1.0,7.1,4.1
29,1.0,0,WARNING,16.8,8.1,15.0,7.1
30,0.8477,0,WARNING,16.8,2.9,6.0,1.6
31,0.9832,0,WARNING,16.9,2.7,8.3,1.9
32,0.8114,0,WARNING,17.3,2.4,6.3,4.6
33,0.4547,0,NORMAL,17.0,1.8,5.3,4.4
34,0.2093,0,NORMAL,17.0,1.0,3.3,0.9
35,0.9386,0,WARNING,17.3,2.4,7.0,1.4
36,0.3476,0,NORMAL,16.8,0.8,3.1,4.0
37,0.4461,0,NORMAL,16.9,1.8,2.5,1.2
38,0.3308,0,NORMAL,16.9,0.9,4.7,4.6
39,0.2471,0,NORMAL,16.7,1.1,2.5,4.1
40,0.26,0,NORMAL,16.6,0.7,2.7,0.9
41,0.2786,0,NORMAL,16.5,1.0,2.7,4.3
42,0.2713,0,NORMAL,16.6,1.1,3.5,1.1
43,0.2696,0,NORMAL,16.6,0.8,5.0,4.1
44,0.2636,0,NORMAL,16.9,0.7,3.6,0.9
45,0.2648,0,NORMAL,16.6,1.1,6.0,4.2
46,0.2467,0,NORMAL,15.8,0.9,3.6,1.0
47,0.2902,0,NORMAL,15.7,0.8,5.6,4.5
48,0.2362,0,NORMAL,15.9,1.1,6.0,4.2
49,0.2318,0,NORMAL,15.5,1.0,5.4,4.2
50,0.2925,0,NORMAL,17.5,1.3,5.5,4.2
51,0.397,0,NORMAL,18.8,1.2,5.3,4.2
52,0.7864,0,WARNING,18.9,1.0,7.4,1.4
53,0.7703,0,WARNING,19.0,1.2,7.0,4.1
54,0.7788,0,WARNING,17.3,1.2,7.0,1.4
55,1.0,0,ANOMALY,16.5,2.5,10.4,16.2
56,1.0,0,ANOMALY,16.7,18.1,24.5,5.5
57,0.9002,0,WARNING,16.8,3.6,5.4,4.2
58,0.3224,0,NORMAL,16.4,1.1,2.5,4.0
59,0.2093,0,NORMAL,16.6,0.8,3.1,4.2
60,1.0,0,WARNING,15.2,4.9,10.2,3.1
61,0.8067,0,WARNING,13.6,2.8,5.9,4.7
62,0.2162,0,NORMAL,13.4,0.9,2.6,1.2
63,0.6531,0,WARNING,13.6,1.7,6.3,5.4
64,0.6568,0,WARNING,14.1,2.4,6.5,2.1
65,0.5004,0,NORMAL,14.2,1.9,6.8,1.9
66,0.2784,0,NORMAL,13.9,1.0,2.4,1.0
67,0.3514,0,NORMAL,13.9,1.3,3.1,1.1
68,0.3228,0,NORMAL,14.0,0.9,2.4,4.0
69,0.2692,0,NORMAL,14.0,1.1,5.3,4.1
70,0.3763,0,NORMAL,13.8,1.4,4.9,1.3
71,0.2919,0,NORMAL,13.9,0.9,5.4,4.0
72,0.2602,0,NORMAL,14.2,1.3,2.4,1.1
73,0.2572,0,NORMAL,14.5,1.3,4.8,4.2
74,0.2512,0,NORMAL,14.7,0.8,3.1,0.8
75,0.467,0,NORMAL,16.8,0.9,5.6,5.0
76,0.2134,0,NORMAL,17.7,0.9,5.3,4.3
77,0.1956,0,NORMAL,17.7,1.1,4.9,3.9
78,0.9933,0,WARNING,19.8,5.0,7.6,4.5
79,0.7784,0,WARNING,20.2,2.8,7.1,4.1
80,1.0,0,ANOMALY,17.6,11.3,10.7,8.8
81,0.9237,0,WARNING,14.8,2.7,4.3,1.4
82,0.1517,0,NORMAL,14.5,0.8,3.3,0.9
83,0.1891,0,NORMAL,15.0,1.0,3.3,4.1
84,0.1499,0,NORMAL,14.7,0.9,4.7,4.1
85,0.3869,0,NORMAL,15.5,1.3,5.7,4.4
86,0.2135,0,NORMAL,15.1,0.9,3.2,0.8
87,0.1751,0,NORMAL,15.1,0.9,5.4,4.1
88,0.3285,0,NORMAL,15.2,0.8,5.5,4.5
89,0.487,0,NORMAL,14.9,1.5,2.4,0.7
90,0.1796,0,NORMAL,15.2,0.8,3.1,1.2
91,0.2032,0,NORMAL,15.1,1.0,4.7,4.1
92,0.2558,0,NORMAL,15.4,1.6,3.1,1.1
93,0.1835,0,NORMAL,15.1,1.1,5.3,4.1
94,0.2165,0,NORMAL,15.0,1.2,4.9,1.2
95,1.0,0,WARNING,15.4,6.3,4.7,4.2
96,0.2857,0,NORMAL,14.9,1.0,2.4,0.8
97,0.1982,0,NORMAL,14.9,1.0,3.2,0.8
98,0.1977,0,NORMAL,14.9,0.8,4.6,4.1
99,0.8086,0,WARNING,15.0,2.2,6.4,4.4
100,0.2268,0,NORMAL,15.1,1.0,2.4,1.1
101,0.1949,0,NORMAL,15.4,0.8,4.6,4.2
102,0.1964,0,NORMAL,15.1,1.0,3.2,0.8
103,0.3282,0,NORMAL,15.1,1.1,4.9,4.6
104,0.1946,0,NORMAL,15.2,1.1,5.8,1.2
105,0.2008,0,NORMAL,14.7,1.3,4.9,4.1
106,0.1909,0,NORMAL,14.0,0.8,2.6,0.9
107,0.2244,0,NORMAL,13.9,0.8,5.6,4.3
108,0.2124,0,NORMAL,13.9,0.8,5.5,4.3
109,0.4016,0,NORMAL,15.4,1.2,5.8,4.8
110,0.3969,0,NORMAL,16.8,1.4,6.5,4.6
111,0.7326,0,WARNING,17.0,1.4,6.9,4.3
112,0.7228,0,WARNING,16.8,0.8,5.2,1.2
113,0.7126,0,WARNING,16.8,1.7,4.6,4.1
114,0.7428,0,WARNING,17.1,1.0,6.8,1.4
115,0.7522,0,WARNING,18.2,1.2,6.9,1.2
116,0.4066,0,NORMAL,17.7,1.3,3.5,1.2
117,0.347,0,NORMAL,16.1,1.3,4.8,4.4
118,1.0,0,WARNING,14.5,5.5,8.3,5.3
