t,score,true_label,status,CPU / Load,Memory,Disk,Network
0,0.3045,0,NORMAL,18.0,2.1,8.7,7.1
1,0.1222,0,NORMAL,16.3,2.1,6.0,6.1
2,0.22,0,NORMAL,15.0,1.8,4.9,4.4
3,0.7842,0,WARNING,18.5,5.0,6.0,5.0
4,0.1435,0,NORMAL,19.0,2.1,7.5,6.7
5,0.2205,0,NORMAL,19.7,1.6,4.5,4.1
6,0.1946,0,NORMAL,20.0,2.1,5.9,5.4
7,0.9559,0,WARNING,20.8,5.0,5.2,5.0
8,0.304,0,NORMAL,21.6,4.9,12.7,10.5
9,0.4194,0,NORMAL,22.1,3.4,10.5,9.2
10,0.6748,0,WARNING,22.2,4.0,10.0,8.4
11,0.1739,0,NORMAL,22.6,2.4,8.3,7.2
12,0.1963,0,NORMAL,21.6,2.9,6.4,5.1
13,0.9004,0,WARNING,23.0,5.3,8.7,7.7
14,0.2608,0,NORMAL,22.2,2.3,6.9,6.7
15,0.2563,0,NORMAL,21.6,1.4,4.0,4.3
16,0.2476,0,NORMAL,21.3,1.0,3.6,4.4
17,0.2629,0,NORMAL,22.5,3.1,6.9,6.8
18,0.4259,0,NORMAL,22.6,4.2,7.3,6.8
19,0.5248,0,NORMAL,23.4,4.3,8.5,8.2
20,0.3165,0,NORMAL,22.2,2.1,5.3,6.1
21,0.3186,0,NORMAL,23.8,2.8,7.4,7.2
22,0.3208,0,NORMAL,23.1,3.7,10.2,8.4
23,0.983,0,WARNING,20.9,5.5,7.5,7.1
24,0.1587,0,NORMAL,17.7,1.9,7.6,6.2
25,0.118,0,NORMAL,19.8,2.1,6.2,5.6
26,0.1121,0,NORMAL,19.1,2.2,6.3,6.0
27,0.1116,0,NORMAL,20.4,4.1,11.3,9.7
28,0.4164,0,NORMAL,20.1,4.4,8.6,6.9
29,0.8195,0,WARNING,21.6,4.3,11.6,9.4
30,0.2591,0,NORMAL,21.5,3.0,13.3,11.9
31,0.1565,0,NORMAL,21.6,2.5,7.7,7.1
32,0.8175,0,WARNING,21.6,3.9,5.0,4.6
33,0.1514,0,NORMAL,21.9,3.3,8.3,7.8
34,0.9323,0,WARNING,21.9,4.9,8.3,7.5
35,0.2834,0,NORMAL,22.7,3.4,9.1,7.6
36,0.2354,0,NORMAL,22.9,2.9,9.3,8.5
37,0.8513,0,WARNING,22.9,5.2,9.8,8.4
38,0.2852,0,NORMAL,22.5,3.2,7.2,6.3
39,0.3032,0,NORMAL,23.1,3.5,8.9,7.9
40,0.8517,0,WARNING,24.3,4.7,14.3,11.4
41,0.2177,0,NORMAL,20.6,2.2,8.2,8.1
42,0.1328,0,NORMAL,18.8,2.7,6.8,5.4
43,0.9544,0,WARNING,19.4,5.9,11.0,8.7
44,0.1459,0,NORMAL,19.7,1.8,6.8,6.8
45,0.125,0,NORMAL,20.0,2.3,10.0,7.3
46,0.1411,0,NORMAL,20.0,2.6,7.1,6.4
47,0.1977,0,NORMAL,21.3,5.0,10.9,7.0
48,0.9948,0,WARNING,22.1,14.8,33.8,13.5
49,0.7638,0,WARNING,21.8,4.8,12.6,8.2
50,0.2274,0,NORMAL,22.2,3.1,13.7,11.7
51,0.2387,0,NORMAL,21.8,2.7,9.4,7.9
52,0.7714,0,WARNING,22.3,4.1,8.8,8.3
53,0.1853,0,NORMAL,22.1,2.9,8.4,7.2
54,0.1983,0,NORMAL,22.1,2.5,8.7,8.2
55,0.7284,0,WARNING,23.4,4.3,12.2,10.7
56,0.2185,0,NORMAL,22.6,2.2,8.7,7.9
57,0.248,0,NORMAL,23.7,3.0,12.2,10.5
58,0.2797,0,NORMAL,23.4,3.5,9.7,9.8
59,0.4272,0,NORMAL,22.8,4.3,16.6,15.7
60,0.2998,0,NORMAL,18.9,2.6,11.4,10.3
61,0.9421,0,WARNING,19.7,4.5,9.5,9.0
62,0.1519,0,NORMAL,16.0,2.6,9.2,8.1
63,0.9666,0,WARNING,14.1,3.7,17.6,8.0
64,0.318,0,NORMAL,15.0,3.1,11.8,10.8
65,0.1275,0,NORMAL,15.8,2.7,9.3,8.0
66,0.1369,0,NORMAL,17.2,2.8,9.9,9.4
67,0.8172,0,WARNING,19.0,6.5,22.6,17.3
68,0.3923,0,NORMAL,18.7,5.0,14.1,11.6
69,0.2136,0,NORMAL,17.9,2.8,9.0,8.7
70,0.2203,0,NORMAL,17.4,1.6,6.9,7.3
71,0.2276,0,NORMAL,18.2,2.8,9.3,9.5
72,0.2374,0,NORMAL,18.6,2.6,8.3,6.8
73,0.2591,0,NORMAL,18.6,3.4,11.2,9.8
74,0.8176,0,WARNING,19.7,4.2,9.1,8.6
75,0.2991,0,NORMAL,19.2,1.8,7.2,7.1
76,0.3088,0,NORMAL,19.2,2.6,13.3,10.3
77,0.3228,0,NORMAL,20.2,3.9,12.8,10.9
78,0.5081,0,NORMAL,16.4,5.0,11.4,10.7
79,0.3976,0,NORMAL,15.9,5.1,16.2,14.3
80,0.9294,0,WARNING,14.8,4.2,8.9,7.8
